reciter,surah,ayah,word_idx,start_ms,end_ms,multiword_segment,audio_path
Mohammad_al_Tablaway_128kbps,82,19,7,8390,9760,0,Mohammad_al_Tablaway_128kbps/082019.wav
Mohammad_al_Tablaway_128kbps,82,19,8,9770,12220,0,Mohammad_al_Tablaway_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,0,100,510,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,1,520,780,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,2,790,1490,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,3,1500,1970,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,4,1980,3040,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,5,3050,3590,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,6,3600,4820,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,7,4830,5740,0,Saood_ash-Shuraym_128kbps/082019.wav
Saood_ash-Shuraym_128kbps,82,19,8,5750,6810,0,Saood_ash-Shuraym_128kbps/082019.wav
Abdul_Basit_Murattal_64kbps,83,1,0,500,1070,0,Abdul_Basit_Murattal_64kbps/083001.wav
Abdul_Basit_Murattal_64kbps,83,1,1,1080,3350,0,Abdul_Basit_Murattal_64kbps/083001.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,1,0,450,920,0,Abu_Bakr_Ash-Shaatree_128kbps/083001.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,1,1,930,3080,0,Abu_Bakr_Ash-Shaatree_128kbps/083001.wav
Alafasy_128kbps,83,1,0,50,740,0,Alafasy_128kbps/083001.wav
Alafasy_128kbps,83,1,1,750,4390,0,Alafasy_128kbps/083001.wav
Hani_Rifai_192kbps,83,1,0,1100,1710,0,Hani_Rifai_192kbps/083001.wav
Hani_Rifai_192kbps,83,1,1,1720,4150,0,Hani_Rifai_192kbps/083001.wav
Husary_64kbps,83,1,0,30,1380,0,Husary_64kbps/083001.wav
Husary_64kbps,83,1,1,1390,4660,0,Husary_64kbps/083001.wav
Minshawy_Murattal_128kbps,83,1,0,700,1500,0,Minshawy_Murattal_128kbps/083001.wav
Minshawy_Murattal_128kbps,83,1,1,1510,3890,0,Minshawy_Murattal_128kbps/083001.wav
Mohammad_al_Tablaway_128kbps,83,1,0,200,1170,0,Mohammad_al_Tablaway_128kbps/083001.wav
Mohammad_al_Tablaway_128kbps,83,1,1,1180,4810,0,Mohammad_al_Tablaway_128kbps/083001.wav
Saood_ash-Shuraym_128kbps,83,1,0,30,420,0,Saood_ash-Shuraym_128kbps/083001.wav
Saood_ash-Shuraym_128kbps,83,1,1,430,2130,0,Saood_ash-Shuraym_128kbps/083001.wav
Abdul_Basit_Murattal_64kbps,83,2,0,500,1610,0,Abdul_Basit_Murattal_64kbps/083002.wav
Abdul_Basit_Murattal_64kbps,83,2,1,1620,2000,0,Abdul_Basit_Murattal_64kbps/083002.wav
Abdul_Basit_Murattal_64kbps,83,2,2,2010,3100,0,Abdul_Basit_Murattal_64kbps/083002.wav
Abdul_Basit_Murattal_64kbps,83,2,3,3110,3670,0,Abdul_Basit_Murattal_64kbps/083002.wav
Abdul_Basit_Murattal_64kbps,83,2,4,3680,5080,0,Abdul_Basit_Murattal_64kbps/083002.wav
Abdul_Basit_Murattal_64kbps,83,2,5,5090,6780,0,Abdul_Basit_Murattal_64kbps/083002.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,2,0,90,1120,0,Abu_Bakr_Ash-Shaatree_128kbps/083002.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,2,1,1130,1460,0,Abu_Bakr_Ash-Shaatree_128kbps/083002.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,2,2,1470,2290,0,Abu_Bakr_Ash-Shaatree_128kbps/083002.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,2,3,2300,2810,0,Abu_Bakr_Ash-Shaatree_128kbps/083002.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,2,4,2820,3890,0,Abu_Bakr_Ash-Shaatree_128kbps/083002.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,2,5,3900,5470,0,Abu_Bakr_Ash-Shaatree_128kbps/083002.wav
Alafasy_128kbps,83,2,0,200,1240,0,Alafasy_128kbps/083002.wav
Alafasy_128kbps,83,2,1,1250,1590,0,Alafasy_128kbps/083002.wav
Alafasy_128kbps,83,2,2,1600,2520,0,Alafasy_128kbps/083002.wav
Alafasy_128kbps,83,2,3,2530,3050,0,Alafasy_128kbps/083002.wav
Alafasy_128kbps,83,2,4,3060,4670,0,Alafasy_128kbps/083002.wav
Alafasy_128kbps,83,2,5,4680,7570,0,Alafasy_128kbps/083002.wav
Hani_Rifai_192kbps,83,2,0,40,1180,0,Hani_Rifai_192kbps/083002.wav
Hani_Rifai_192kbps,83,2,1,1190,1560,0,Hani_Rifai_192kbps/083002.wav
Hani_Rifai_192kbps,83,2,2,1570,2560,0,Hani_Rifai_192kbps/083002.wav
Hani_Rifai_192kbps,83,2,3,2570,2960,0,Hani_Rifai_192kbps/083002.wav
Hani_Rifai_192kbps,83,2,4,2970,4030,0,Hani_Rifai_192kbps/083002.wav
Hani_Rifai_192kbps,83,2,5,4040,5830,0,Hani_Rifai_192kbps/083002.wav
Husary_64kbps,83,2,0,30,1750,0,Husary_64kbps/083002.wav
Husary_64kbps,83,2,1,1760,2330,0,Husary_64kbps/083002.wav
Husary_64kbps,83,2,2,2340,4150,0,Husary_64kbps/083002.wav
Husary_64kbps,83,2,3,4160,4770,0,Husary_64kbps/083002.wav
Husary_64kbps,83,2,4,4780,6620,0,Husary_64kbps/083002.wav
Husary_64kbps,83,2,5,6630,9510,0,Husary_64kbps/083002.wav
Minshawy_Murattal_128kbps,83,2,0,550,1920,0,Minshawy_Murattal_128kbps/083002.wav
Minshawy_Murattal_128kbps,83,2,1,1930,2320,0,Minshawy_Murattal_128kbps/083002.wav
Minshawy_Murattal_128kbps,83,2,2,2330,3670,0,Minshawy_Murattal_128kbps/083002.wav
Minshawy_Murattal_128kbps,83,2,3,3680,4110,0,Minshawy_Murattal_128kbps/083002.wav
Minshawy_Murattal_128kbps,83,2,4,4120,5620,0,Minshawy_Murattal_128kbps/083002.wav
Minshawy_Murattal_128kbps,83,2,5,5630,7430,0,Minshawy_Murattal_128kbps/083002.wav
Mohammad_al_Tablaway_128kbps,83,2,0,150,1540,0,Mohammad_al_Tablaway_128kbps/083002.wav
Mohammad_al_Tablaway_128kbps,83,2,1,1550,2020,0,Mohammad_al_Tablaway_128kbps/083002.wav
Mohammad_al_Tablaway_128kbps,83,2,2,2030,3440,0,Mohammad_al_Tablaway_128kbps/083002.wav
Mohammad_al_Tablaway_128kbps,83,2,3,3450,3950,0,Mohammad_al_Tablaway_128kbps/083002.wav
Mohammad_al_Tablaway_128kbps,83,2,4,3960,5540,0,Mohammad_al_Tablaway_128kbps/083002.wav
Mohammad_al_Tablaway_128kbps,83,2,5,5550,8700,0,Mohammad_al_Tablaway_128kbps/083002.wav
Saood_ash-Shuraym_128kbps,83,2,0,50,870,0,Saood_ash-Shuraym_128kbps/083002.wav
Saood_ash-Shuraym_128kbps,83,2,1,880,1190,0,Saood_ash-Shuraym_128kbps/083002.wav
Saood_ash-Shuraym_128kbps,83,2,2,1200,1920,0,Saood_ash-Shuraym_128kbps/083002.wav
Saood_ash-Shuraym_128kbps,83,2,3,1930,2290,0,Saood_ash-Shuraym_128kbps/083002.wav
Saood_ash-Shuraym_128kbps,83,2,4,2300,3060,0,Saood_ash-Shuraym_128kbps/083002.wav
Saood_ash-Shuraym_128kbps,83,2,5,3070,4270,0,Saood_ash-Shuraym_128kbps/083002.wav
Abdul_Basit_Murattal_64kbps,83,3,0,600,1330,0,Abdul_Basit_Murattal_64kbps/083003.wav
Abdul_Basit_Murattal_64kbps,83,3,1,1340,2750,0,Abdul_Basit_Murattal_64kbps/083003.wav
Abdul_Basit_Murattal_64kbps,83,3,2,2760,3200,0,Abdul_Basit_Murattal_64kbps/083003.wav
Abdul_Basit_Murattal_64kbps,83,3,3,3210,4490,0,Abdul_Basit_Murattal_64kbps/083003.wav
Abdul_Basit_Murattal_64kbps,83,3,4,4500,5910,0,Abdul_Basit_Murattal_64kbps/083003.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,3,0,130,780,0,Abu_Bakr_Ash-Shaatree_128kbps/083003.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,3,1,790,1910,0,Abu_Bakr_Ash-Shaatree_128kbps/083003.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,3,2,1920,2240,0,Abu_Bakr_Ash-Shaatree_128kbps/083003.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,3,3,2250,3310,0,Abu_Bakr_Ash-Shaatree_128kbps/083003.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,3,4,3320,4640,0,Abu_Bakr_Ash-Shaatree_128kbps/083003.wav
Alafasy_128kbps,83,3,0,150,860,0,Alafasy_128kbps/083003.wav
Alafasy_128kbps,83,3,1,870,2150,0,Alafasy_128kbps/083003.wav
Alafasy_128kbps,83,3,2,2160,2570,0,Alafasy_128kbps/083003.wav
Alafasy_128kbps,83,3,3,2580,3800,0,Alafasy_128kbps/083003.wav
Alafasy_128kbps,83,3,4,3810,6640,0,Alafasy_128kbps/083003.wav
Hani_Rifai_192kbps,83,3,0,100,880,0,Hani_Rifai_192kbps/083003.wav
Hani_Rifai_192kbps,83,3,1,890,2100,0,Hani_Rifai_192kbps/083003.wav
Hani_Rifai_192kbps,83,3,2,2110,2480,0,Hani_Rifai_192kbps/083003.wav
Hani_Rifai_192kbps,83,3,3,2490,3580,0,Hani_Rifai_192kbps/083003.wav
Hani_Rifai_192kbps,83,3,4,3590,5090,0,Hani_Rifai_192kbps/083003.wav
Husary_64kbps,83,3,0,160,1400,0,Husary_64kbps/083003.wav
Husary_64kbps,83,3,1,1410,3680,0,Husary_64kbps/083003.wav
Husary_64kbps,83,3,2,3690,4430,0,Husary_64kbps/083003.wav
Husary_64kbps,83,3,3,4440,6560,0,Husary_64kbps/083003.wav
Husary_64kbps,83,3,4,6570,9450,0,Husary_64kbps/083003.wav
Minshawy_Murattal_128kbps,83,3,0,950,1820,0,Minshawy_Murattal_128kbps/083003.wav
Minshawy_Murattal_128kbps,83,3,1,1830,3350,0,Minshawy_Murattal_128kbps/083003.wav
Minshawy_Murattal_128kbps,83,3,2,3360,3670,0,Minshawy_Murattal_128kbps/083003.wav
Minshawy_Murattal_128kbps,83,3,3,3680,5230,0,Minshawy_Murattal_128kbps/083003.wav
Minshawy_Murattal_128kbps,83,3,4,5240,6850,0,Minshawy_Murattal_128kbps/083003.wav
Mohammad_al_Tablaway_128kbps,83,3,0,40,930,0,Mohammad_al_Tablaway_128kbps/083003.wav
Mohammad_al_Tablaway_128kbps,83,3,1,940,2570,0,Mohammad_al_Tablaway_128kbps/083003.wav
Mohammad_al_Tablaway_128kbps,83,3,2,2580,3110,0,Mohammad_al_Tablaway_128kbps/083003.wav
Mohammad_al_Tablaway_128kbps,83,3,3,3120,4680,0,Mohammad_al_Tablaway_128kbps/083003.wav
Mohammad_al_Tablaway_128kbps,83,3,4,4690,7230,0,Mohammad_al_Tablaway_128kbps/083003.wav
Saood_ash-Shuraym_128kbps,83,3,0,140,710,0,Saood_ash-Shuraym_128kbps/083003.wav
Saood_ash-Shuraym_128kbps,83,3,1,720,1690,0,Saood_ash-Shuraym_128kbps/083003.wav
Saood_ash-Shuraym_128kbps,83,3,2,1700,2000,0,Saood_ash-Shuraym_128kbps/083003.wav
Saood_ash-Shuraym_128kbps,83,3,3,2010,2900,0,Saood_ash-Shuraym_128kbps/083003.wav
Saood_ash-Shuraym_128kbps,83,3,4,2910,3870,0,Saood_ash-Shuraym_128kbps/083003.wav
Abdul_Basit_Murattal_64kbps,83,4,0,750,1240,0,Abdul_Basit_Murattal_64kbps/083004.wav
Abdul_Basit_Murattal_64kbps,83,4,1,1250,2770,0,Abdul_Basit_Murattal_64kbps/083004.wav
Abdul_Basit_Murattal_64kbps,83,4,2,2780,4940,0,Abdul_Basit_Murattal_64kbps/083004.wav
Abdul_Basit_Murattal_64kbps,83,4,3,4950,7130,0,Abdul_Basit_Murattal_64kbps/083004.wav
Abdul_Basit_Murattal_64kbps,83,4,4,7140,8810,0,Abdul_Basit_Murattal_64kbps/083004.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,4,0,160,650,0,Abu_Bakr_Ash-Shaatree_128kbps/083004.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,4,1,660,1880,0,Abu_Bakr_Ash-Shaatree_128kbps/083004.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,4,2,1890,3710,0,Abu_Bakr_Ash-Shaatree_128kbps/083004.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,4,3,3720,5630,0,Abu_Bakr_Ash-Shaatree_128kbps/083004.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,4,4,5640,7020,0,Abu_Bakr_Ash-Shaatree_128kbps/083004.wav
Alafasy_128kbps,83,4,0,200,660,0,Alafasy_128kbps/083004.wav
Alafasy_128kbps,83,4,1,670,2350,0,Alafasy_128kbps/083004.wav
Alafasy_128kbps,83,4,2,2360,4550,0,Alafasy_128kbps/083004.wav
Alafasy_128kbps,83,4,3,4560,7260,0,Alafasy_128kbps/083004.wav
Alafasy_128kbps,83,4,4,7270,10000,0,Alafasy_128kbps/083004.wav
Hani_Rifai_192kbps,83,4,0,60,610,0,Hani_Rifai_192kbps/083004.wav
Hani_Rifai_192kbps,83,4,1,620,1760,0,Hani_Rifai_192kbps/083004.wav
Hani_Rifai_192kbps,83,4,2,1770,2920,0,Hani_Rifai_192kbps/083004.wav
Hani_Rifai_192kbps,83,4,3,2930,4070,0,Hani_Rifai_192kbps/083004.wav
Hani_Rifai_192kbps,83,4,4,4080,5340,0,Hani_Rifai_192kbps/083004.wav
Husary_64kbps,83,4,0,450,1310,0,Husary_64kbps/083004.wav
Husary_64kbps,83,4,1,1320,3070,0,Husary_64kbps/083004.wav
Husary_64kbps,83,4,2,3080,5740,0,Husary_64kbps/083004.wav
Husary_64kbps,83,4,3,5750,8120,0,Husary_64kbps/083004.wav
Husary_64kbps,83,4,4,8130,11180,0,Husary_64kbps/083004.wav
Minshawy_Murattal_128kbps,83,4,0,850,1530,0,Minshawy_Murattal_128kbps/083004.wav
Minshawy_Murattal_128kbps,83,4,1,1540,3160,0,Minshawy_Murattal_128kbps/083004.wav
Minshawy_Murattal_128kbps,83,4,2,3170,5740,0,Minshawy_Murattal_128kbps/083004.wav
Minshawy_Murattal_128kbps,83,4,3,5750,8000,0,Minshawy_Murattal_128kbps/083004.wav
Minshawy_Murattal_128kbps,83,4,4,8010,9830,0,Minshawy_Murattal_128kbps/083004.wav
Mohammad_al_Tablaway_128kbps,83,4,0,250,880,0,Mohammad_al_Tablaway_128kbps/083004.wav
Mohammad_al_Tablaway_128kbps,83,4,1,890,2390,0,Mohammad_al_Tablaway_128kbps/083004.wav
Mohammad_al_Tablaway_128kbps,83,4,2,2400,4970,0,Mohammad_al_Tablaway_128kbps/083004.wav
Mohammad_al_Tablaway_128kbps,83,4,3,4980,7070,0,Mohammad_al_Tablaway_128kbps/083004.wav
Mohammad_al_Tablaway_128kbps,83,4,4,7080,10230,0,Mohammad_al_Tablaway_128kbps/083004.wav
Saood_ash-Shuraym_128kbps,83,4,0,110,430,0,Saood_ash-Shuraym_128kbps/083004.wav
Saood_ash-Shuraym_128kbps,83,4,1,440,1260,0,Saood_ash-Shuraym_128kbps/083004.wav
Saood_ash-Shuraym_128kbps,83,4,2,1270,3030,0,Saood_ash-Shuraym_128kbps/083004.wav
Saood_ash-Shuraym_128kbps,83,4,3,3040,4220,0,Saood_ash-Shuraym_128kbps/083004.wav
Saood_ash-Shuraym_128kbps,83,4,4,4230,5430,0,Saood_ash-Shuraym_128kbps/083004.wav
Abdul_Basit_Murattal_64kbps,83,5,0,700,1680,0,Abdul_Basit_Murattal_64kbps/083005.wav
Abdul_Basit_Murattal_64kbps,83,5,1,1690,2790,0,Abdul_Basit_Murattal_64kbps/083005.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,5,0,160,980,0,Abu_Bakr_Ash-Shaatree_128kbps/083005.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,5,1,990,2210,0,Abu_Bakr_Ash-Shaatree_128kbps/083005.wav
Alafasy_128kbps,83,5,0,90,1000,0,Alafasy_128kbps/083005.wav
Alafasy_128kbps,83,5,1,1010,3830,0,Alafasy_128kbps/083005.wav
Hani_Rifai_192kbps,83,5,0,50,890,0,Hani_Rifai_192kbps/083005.wav
Hani_Rifai_192kbps,83,5,1,900,2500,0,Hani_Rifai_192kbps/083005.wav
Husary_64kbps,83,5,0,100,1630,0,Husary_64kbps/083005.wav
Husary_64kbps,83,5,1,1640,3900,0,Husary_64kbps/083005.wav
Minshawy_Murattal_128kbps,83,5,0,450,1780,0,Minshawy_Murattal_128kbps/083005.wav
Minshawy_Murattal_128kbps,83,5,1,1790,2900,0,Minshawy_Murattal_128kbps/083005.wav
Mohammad_al_Tablaway_128kbps,83,5,0,50,1190,0,Mohammad_al_Tablaway_128kbps/083005.wav
Mohammad_al_Tablaway_128kbps,83,5,1,1200,3300,0,Mohammad_al_Tablaway_128kbps/083005.wav
Saood_ash-Shuraym_128kbps,83,5,0,60,690,0,Saood_ash-Shuraym_128kbps/083005.wav
Saood_ash-Shuraym_128kbps,83,5,1,700,1630,0,Saood_ash-Shuraym_128kbps/083005.wav
Abdul_Basit_Murattal_64kbps,83,6,0,900,1420,0,Abdul_Basit_Murattal_64kbps/083006.wav
Abdul_Basit_Murattal_64kbps,83,6,1,1430,2320,0,Abdul_Basit_Murattal_64kbps/083006.wav
Abdul_Basit_Murattal_64kbps,83,6,2,2330,3820,0,Abdul_Basit_Murattal_64kbps/083006.wav
Abdul_Basit_Murattal_64kbps,83,6,3,3830,4620,0,Abdul_Basit_Murattal_64kbps/083006.wav
Abdul_Basit_Murattal_64kbps,83,6,4,4630,6290,0,Abdul_Basit_Murattal_64kbps/083006.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,6,0,150,630,0,Abu_Bakr_Ash-Shaatree_128kbps/083006.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,6,1,640,1410,0,Abu_Bakr_Ash-Shaatree_128kbps/083006.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,6,2,1420,2510,0,Abu_Bakr_Ash-Shaatree_128kbps/083006.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,6,3,2520,3220,0,Abu_Bakr_Ash-Shaatree_128kbps/083006.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,6,4,3230,4790,0,Abu_Bakr_Ash-Shaatree_128kbps/083006.wav
Alafasy_128kbps,83,6,0,150,640,0,Alafasy_128kbps/083006.wav
Alafasy_128kbps,83,6,1,650,1470,0,Alafasy_128kbps/083006.wav
Alafasy_128kbps,83,6,2,1480,3130,0,Alafasy_128kbps/083006.wav
Alafasy_128kbps,83,6,3,3140,3970,0,Alafasy_128kbps/083006.wav
Alafasy_128kbps,83,6,4,3980,7560,0,Alafasy_128kbps/083006.wav
Hani_Rifai_192kbps,83,6,0,150,700,0,Hani_Rifai_192kbps/083006.wav
Hani_Rifai_192kbps,83,6,1,710,1580,0,Hani_Rifai_192kbps/083006.wav
Hani_Rifai_192kbps,83,6,2,1590,2640,0,Hani_Rifai_192kbps/083006.wav
Hani_Rifai_192kbps,83,6,3,2650,3380,0,Hani_Rifai_192kbps/083006.wav
Hani_Rifai_192kbps,83,6,4,3390,5300,0,Hani_Rifai_192kbps/083006.wav
Husary_64kbps,83,6,0,650,1520,0,Husary_64kbps/083006.wav
Husary_64kbps,83,6,1,1530,3070,0,Husary_64kbps/083006.wav
Husary_64kbps,83,6,2,3080,4830,0,Husary_64kbps/083006.wav
Husary_64kbps,83,6,3,4840,6270,0,Husary_64kbps/083006.wav
Husary_64kbps,83,6,4,6280,9400,0,Husary_64kbps/083006.wav
Minshawy_Murattal_128kbps,83,6,0,550,1320,0,Minshawy_Murattal_128kbps/083006.wav
Minshawy_Murattal_128kbps,83,6,1,1330,2420,0,Minshawy_Murattal_128kbps/083006.wav
Minshawy_Murattal_128kbps,83,6,2,2430,4020,0,Minshawy_Murattal_128kbps/083006.wav
Minshawy_Murattal_128kbps,83,6,3,4030,5100,0,Minshawy_Murattal_128kbps/083006.wav
Minshawy_Murattal_128kbps,83,6,4,5110,6970,0,Minshawy_Murattal_128kbps/083006.wav
Mohammad_al_Tablaway_128kbps,83,6,0,200,870,0,Mohammad_al_Tablaway_128kbps/083006.wav
Mohammad_al_Tablaway_128kbps,83,6,1,880,2220,0,Mohammad_al_Tablaway_128kbps/083006.wav
Mohammad_al_Tablaway_128kbps,83,6,2,2230,3600,0,Mohammad_al_Tablaway_128kbps/083006.wav
Mohammad_al_Tablaway_128kbps,83,6,3,3610,4530,0,Mohammad_al_Tablaway_128kbps/083006.wav
Mohammad_al_Tablaway_128kbps,83,6,4,4540,7440,0,Mohammad_al_Tablaway_128kbps/083006.wav
Saood_ash-Shuraym_128kbps,83,6,0,70,480,0,Saood_ash-Shuraym_128kbps/083006.wav
Saood_ash-Shuraym_128kbps,83,6,1,490,1270,0,Saood_ash-Shuraym_128kbps/083006.wav
Saood_ash-Shuraym_128kbps,83,6,2,1280,2130,0,Saood_ash-Shuraym_128kbps/083006.wav
Saood_ash-Shuraym_128kbps,83,6,3,2140,2710,0,Saood_ash-Shuraym_128kbps/083006.wav
Saood_ash-Shuraym_128kbps,83,6,4,2720,4010,0,Saood_ash-Shuraym_128kbps/083006.wav
Abdul_Basit_Murattal_64kbps,83,7,0,800,1180,0,Abdul_Basit_Murattal_64kbps/083007.wav
Abdul_Basit_Murattal_64kbps,83,7,1,1190,3820,0,Abdul_Basit_Murattal_64kbps/083007.wav
Abdul_Basit_Murattal_64kbps,83,7,2,3830,4740,0,Abdul_Basit_Murattal_64kbps/083007.wav
Abdul_Basit_Murattal_64kbps,83,7,3,4750,6080,0,Abdul_Basit_Murattal_64kbps/083007.wav
Abdul_Basit_Murattal_64kbps,83,7,4,6090,6690,0,Abdul_Basit_Murattal_64kbps/083007.wav
Abdul_Basit_Murattal_64kbps,83,7,5,6700,7950,0,Abdul_Basit_Murattal_64kbps/083007.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,7,0,210,1980,0,Abu_Bakr_Ash-Shaatree_128kbps/083007.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,7,1,1990,3130,0,Abu_Bakr_Ash-Shaatree_128kbps/083007.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,7,2,3140,3870,0,Abu_Bakr_Ash-Shaatree_128kbps/083007.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,7,3,3880,5040,0,Abu_Bakr_Ash-Shaatree_128kbps/083007.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,7,4,5050,5570,0,Abu_Bakr_Ash-Shaatree_128kbps/083007.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,7,5,5580,6810,0,Abu_Bakr_Ash-Shaatree_128kbps/083007.wav
Alafasy_128kbps,83,7,0,150,2510,0,Alafasy_128kbps/083007.wav
Alafasy_128kbps,83,7,1,2520,3650,0,Alafasy_128kbps/083007.wav
Alafasy_128kbps,83,7,2,3660,4500,0,Alafasy_128kbps/083007.wav
Alafasy_128kbps,83,7,3,4510,5730,0,Alafasy_128kbps/083007.wav
Alafasy_128kbps,83,7,4,5740,6300,0,Alafasy_128kbps/083007.wav
Alafasy_128kbps,83,7,5,6310,9510,0,Alafasy_128kbps/083007.wav
Hani_Rifai_192kbps,83,7,0,330,1130,0,Hani_Rifai_192kbps/083007.wav
Hani_Rifai_192kbps,83,7,1,1140,2390,0,Hani_Rifai_192kbps/083007.wav
Hani_Rifai_192kbps,83,7,2,2400,3240,0,Hani_Rifai_192kbps/083007.wav
Hani_Rifai_192kbps,83,7,3,3250,4360,0,Hani_Rifai_192kbps/083007.wav
Hani_Rifai_192kbps,83,7,4,4370,5050,0,Hani_Rifai_192kbps/083007.wav
Hani_Rifai_192kbps,83,7,5,5060,6300,0,Hani_Rifai_192kbps/083007.wav
Husary_64kbps,83,7,0,500,2880,0,Husary_64kbps/083007.wav
Husary_64kbps,83,7,1,2890,4150,0,Husary_64kbps/083007.wav
Husary_64kbps,83,7,2,4160,5730,0,Husary_64kbps/083007.wav
Husary_64kbps,83,7,3,5740,7980,0,Husary_64kbps/083007.wav
Husary_64kbps,83,7,4,7990,9060,0,Husary_64kbps/083007.wav
Husary_64kbps,83,7,5,9070,11890,0,Husary_64kbps/083007.wav
Minshawy_Murattal_128kbps,83,7,0,450,2780,0,Minshawy_Murattal_128kbps/083007.wav
Minshawy_Murattal_128kbps,83,7,1,2790,3980,0,Minshawy_Murattal_128kbps/083007.wav
Minshawy_Murattal_128kbps,83,7,2,3990,5130,0,Minshawy_Murattal_128kbps/083007.wav
Minshawy_Murattal_128kbps,83,7,3,5140,6810,0,Minshawy_Murattal_128kbps/083007.wav
Minshawy_Murattal_128kbps,83,7,4,6820,7530,0,Minshawy_Murattal_128kbps/083007.wav
Minshawy_Murattal_128kbps,83,7,5,7540,8950,0,Minshawy_Murattal_128kbps/083007.wav
Mohammad_al_Tablaway_128kbps,83,7,0,700,2430,0,Mohammad_al_Tablaway_128kbps/083007.wav
Mohammad_al_Tablaway_128kbps,83,7,1,2440,4090,0,Mohammad_al_Tablaway_128kbps/083007.wav
Mohammad_al_Tablaway_128kbps,83,7,2,4100,5030,0,Mohammad_al_Tablaway_128kbps/083007.wav
Mohammad_al_Tablaway_128kbps,83,7,3,5040,6510,0,Mohammad_al_Tablaway_128kbps/083007.wav
Mohammad_al_Tablaway_128kbps,83,7,4,6520,7200,0,Mohammad_al_Tablaway_128kbps/083007.wav
Mohammad_al_Tablaway_128kbps,83,7,5,7210,9570,0,Mohammad_al_Tablaway_128kbps/083007.wav
Saood_ash-Shuraym_128kbps,83,7,0,40,580,0,Saood_ash-Shuraym_128kbps/083007.wav
Saood_ash-Shuraym_128kbps,83,7,1,590,1230,0,Saood_ash-Shuraym_128kbps/083007.wav
Saood_ash-Shuraym_128kbps,83,7,2,1240,1900,0,Saood_ash-Shuraym_128kbps/083007.wav
Saood_ash-Shuraym_128kbps,83,7,3,1910,2890,0,Saood_ash-Shuraym_128kbps/083007.wav
Saood_ash-Shuraym_128kbps,83,7,4,2900,3350,0,Saood_ash-Shuraym_128kbps/083007.wav
Saood_ash-Shuraym_128kbps,83,7,5,3360,4270,0,Saood_ash-Shuraym_128kbps/083007.wav
Abdul_Basit_Murattal_64kbps,83,8,0,600,1970,0,Abdul_Basit_Murattal_64kbps/083008.wav
Abdul_Basit_Murattal_64kbps,83,8,1,1980,3360,0,Abdul_Basit_Murattal_64kbps/083008.wav
Abdul_Basit_Murattal_64kbps,83,8,2,3370,3750,0,Abdul_Basit_Murattal_64kbps/083008.wav
Abdul_Basit_Murattal_64kbps,83,8,3,3760,5060,0,Abdul_Basit_Murattal_64kbps/083008.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,8,0,200,1480,0,Abu_Bakr_Ash-Shaatree_128kbps/083008.wav
Abu_Bakr_Ash-Shaatree_128kbps,83,8,1,1490,2430,0,Abu_Bakr_Ash-Shaatree_128kbps/083008.wav
